SubnetworkSize	TruePositives	FalsePositives	PPV(%)	genes
26	17	9	65	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,TP53,DDX41,KDR,PIK3CA,SYNE1,MLH1,MTOR,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,SPTBN1,ESR2,SIAH1
27	18	9	66	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,TP53,DDX41,KDR,PIK3CA,SYNE1,MLH1,MTOR,SMAD3,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,SPTBN1,ESR2,SIAH1
29	18	11	62	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,TP53,DDX41,KDR,PIK3CA,SYNE1,MLH1,MTOR,SMAD3,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,SPTBN1,ESR2,SIAH1,SMAD9,SMAD1
31	18	13	58	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,TP53,DDX41,KDR,PIK3CA,SYNE1,MLH1,MTOR,SMAD3,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,SPTBN1,ESR2,SIAH1,SMAD9,MGAT1,SMAD1
32	19	13	59	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,MTOR,SMAD3,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,SPTBN1,ESR2,SIAH1,SMAD9,MGAT1,SMAD1
34	20	14	58	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,MTOR,SMAD3,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,SPTBN1,ESR2,UIMC1,SIAH1,SMAD9,MGAT1,SMAD1
35	20	15	57	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,MTOR,SMAD3,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,SPTBN1,ESR2,UIMC1,SIAH1,SMAD9,MGAT1,SMAD1,CRK
36	20	16	55	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,MTOR,SMAD3,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,SPTBN1,ESR2,GABARAPL2,UIMC1,SIAH1,SMAD9,MGAT1,SMAD1,CRK
37	21	16	56	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,HSP90AA1,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,MTOR,SMAD3,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,SPTBN1,ESR2,GABARAPL2,UIMC1,SIAH1,SMAD9,MGAT1,SMAD1,CRK
38	22	16	57	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,HSP90AA1,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,MTOR,SMAD3,MACF1,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,SPTBN1,ESR2,GABARAPL2,UIMC1,SIAH1,SMAD9,MGAT1,SMAD1,CRK
39	22	17	56	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,HSP90AA1,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,MTOR,SMAD3,MACF1,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,SPTBN1,ESR2,GABARAPL2,UIMC1,SIAH1,SMAD9,MGAT1,DISC1,SMAD1,CRK
40	22	18	55	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,HSP90AA1,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,MTOR,SMAD3,MACF1,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,SPTBN1,ESR2,GABARAPL2,UIMC1,SIAH1,SMAD9,MGAT1,DISC1,SMAD1,CRK,TGFBR1
42	23	19	54	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,HSP90AA1,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,MTOR,SMAD3,MACF1,SMAD4,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,SPTBN1,ESR2,GABARAPL2,UIMC1,SIAH1,SMAD9,MGAT1,DISC1,SMAD1,CRK,SKIL,TGFBR1
43	23	20	53	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,HSP90AA1,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,MTOR,SMAD3,MACF1,SMAD4,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,SPTBN1,ESR2,GABARAPL2,UIMC1,SIAH1,SMAD9,MGAT1,DISC1,SMAD1,CRK,SKIL,TGFBR1,MAPK6
44	24	20	54	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,HSP90AA1,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,MTOR,SMAD2,SMAD3,MACF1,SMAD4,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,SPTBN1,ESR2,GABARAPL2,UIMC1,SIAH1,SMAD9,MGAT1,DISC1,SMAD1,CRK,SKIL,TGFBR1,MAPK6
45	24	21	53	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,HSP90AA1,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,MTOR,SMAD2,SMAD3,MACF1,SMAD4,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,SPTBN1,ESR2,GABARAPL2,UIMC1,SIAH1,SLU7,SMAD9,MGAT1,DISC1,SMAD1,CRK,SKIL,TGFBR1,MAPK6
46	24	22	52	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,HSP90AA1,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,MTOR,SMAD2,SMAD3,MACF1,SMAD4,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,GOLGA2,SPTBN1,ESR2,GABARAPL2,UIMC1,SIAH1,SLU7,SMAD9,MGAT1,DISC1,SMAD1,CRK,SKIL,TGFBR1,MAPK6
47	25	22	53	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,HSP90AA1,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,MTOR,RUFY1,SMAD2,SMAD3,MACF1,SMAD4,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,GOLGA2,SPTBN1,ESR2,GABARAPL2,UIMC1,SIAH1,SLU7,SMAD9,MGAT1,DISC1,SMAD1,CRK,SKIL,TGFBR1,MAPK6
49	26	23	53	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,HSP90AA1,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,FYN,MTOR,RUFY1,SMAD2,SMAD3,MACF1,SMAD4,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,GOLGA2,SPTBN1,ESR2,TNIK,GABARAPL2,UIMC1,SIAH1,SLU7,SMAD9,MGAT1,DISC1,SMAD1,CRK,SKIL,TGFBR1,MAPK6
50	26	24	52	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,HSP90AA1,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,FYN,MTOR,RUFY1,SMAD2,SMAD3,MACF1,SMAD4,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,GOLGA2,SPTBN1,ESR2,TNIK,GABARAPL2,UIMC1,SIAH1,SLU7,SMAD9,MGAT1,DISC1,SMAD1,CRK,SKIL,TGFBR1,MAPK6,ATN1
51	27	24	52	VHL,PBRM1,TCEB1,HIF1A,TCEB2,APC,CUL2,ARNT,VEGFA,DST,HSP90AA1,TP53,DDX41,KDR,PIK3CA,SYNE1,ABL1,MLH1,BPTF,FYN,MTOR,RUFY1,SMAD2,SMAD3,MACF1,PDZD2,SMAD4,ZNF512B,EPAS1,MDFI,FBXW11,SH3BP5,SQSTM1,RBX1,GOLGA2,SPTBN1,ESR2,TNIK,GABARAPL2,UIMC1,SIAH1,SLU7,SMAD9,MGAT1,DISC1,SMAD1,CRK,SKIL,TGFBR1,MAPK6,ATN1
