GeneSymbol	PosteriorP	Selected	ConvergenceIter	KnownCancerGene		BestSSN
DST	0.12836787568462937	true	-1	true	Set(APC	any	EPAS1, EPAS1	any	VHL, APC	any	DST)	5.434762703007482
HSP90AA1	0.12313408431351802	true	-1	true	Set(HSP90AA1	any	ZNF512B, PBRM1	any	ZNF512B, VHL	any	ZNF512B)	5.411245207050508
TP53	0.1186618558954598	true	-1	true	Set(HIF1A	any	VHL, SMARCA4	any	TP53, HIF1A	any	TP53)	4.8858148713041185
DDX41	0.1098712521788503	true	-1	true	Set(PBRM1	any	ZNF512B, SIAH1	any	ZNF512B, VHL	any	ZNF512B, DDX41	any	SIAH1)	5.038307611944489
RBX1	0.10863042516488697	true	-1	false	Set(PBRM1	any	ZNF512B, RBX1	any	VHL, VHL	any	ZNF512B)	5.067829302917405
KDR	0.10762831136005557	true	-1	true	Set(FBXW11	any	KDR, EPAS1	any	KDR, EPAS1	any	VHL)	5.761940663022009
PIK3CA	0.09991049854012757	true	-1	true	Set(VEGFA	any	VHL, PIK3CA	any	PTEN, PIK3CA	any	VEGFA)	5.007864287706421
SYNE1	0.09870170659145905	true	-1	true	Set(APC	any	EPAS1, EPAS1	any	VHL, APC	any	SYNE1)	5.374125517195431
ABL1	0.09629015582814271	true	-1	true	Set(GFI1B	any	GRIP2, ABL1	any	GRIP2, ABL1	any	DDX41)	4.465722403248768
MLH1	0.09187835373438746	true	-1	true	Set(ACVR1	any	SQSTM1, ACVR1	any	AP2B1, AP2B1	any	MLH1)	4.222953649728376
GOLGA2	0.08964136874942308	true	-1	false	Set(MDFI	any	VHL, MDFI	any	SFI1, GOLGA2	any	SFI1)	4.279886344376759
SPTBN1	0.0892847444038039	true	-1	false	Set(PBRM1	any	ZNF512B, SPTBN1	any	ZNF512B, VHL	any	ZNF512B)	5.413311953958909
BPTF	0.08586835834789852	true	-1	true	Set(BPTF	any	SQSTM1, CDC37	any	SQSTM1, CDC37	any	MTOR)	4.129719753378652
FYN	0.08539564599842536	true	-1	true	Set(DDX41	any	FYN, ABL1	any	GRIP2, ABL1	any	DDX41)	4.465722403248768
ESR2	0.08416282181610119	true	-1	false	Set(ESR2	any	ZNF512B, PBRM1	any	ZNF512B, VHL	any	ZNF512B)	5.058141988768665
MTOR	0.08345613734320134	true	-1	true	Set(HSP90AA1	any	MTOR, TCEB1	any	VHL, HSP90AA1	any	TCEB1)	5.374221804962867
RUFY1	0.08264511029137378	true	-1	true	Set(RAB39B	any	RUFY1, GOLGA2	any	RAB39B, GOLGA2	any	UBE3C)	3.8795685746086974
SMAD2	0.07784650691953121	true	-1	true	Set(FBN2	any	SMAD2, SMAD2	any	SQSTM1, DYNC1H1	any	SMAD2)	4.161778900698
TNIK	0.07745678604186901	true	-1	false	Set(SPTBN1	any	TNIK, PBRM1	any	ZNF512B, SPTBN1	any	ZNF512B, VHL	any	ZNF512B)	4.519947873148442
SMAD3	0.07529389752264898	true	-1	true	Set(EPAS1	any	SMAD3, EPAS1	any	VHL, SMAD3	any	SQSTM1)	5.441978832176932
RAB39B	0.07428378994722273	true	-1	false	Set(RAB39B	any	RUFY1, GOLGA2	any	RAB39B, GOLGA2	any	UBE3C)	3.8795685746086974
MACF1	0.0736601466533563	true	-1	true	Set(APC	any	NAV3, APC	any	EPAS1, EPAS1	any	VHL, APC	any	MACF1)	4.406803409006806
TRAF6	0.07202329270516722	true	-1	false	Set(TRAF5	any	TRAF6, SEC13	any	TRAF5, SQSTM1	any	TRAF6)	4.534864181113497
GABARAPL2	0.07137631372570619	true	-1	false	Set(ATG4B	any	GABARAPL2, AHNAK2	any	GABARAPL2, GABARAPL2	any	TBC1D9B)	3.9132588934531514
GLI3	0.07123444944097318	true	-1	true	Set(APC	any	FBXW11, FBXW11	any	GLI3, APC	any	DST)	4.392056626458511
NCSTN	0.07083154175855821	true	-1	true	Set(APC	any	FBXW11, APC	any	SYNE1, FBXW11	any	NCSTN)	4.161127640526398
UIMC1	0.07016319476544958	true	-1	false	Set(SKIL	any	ZMYM2, VHL	any	ZNF512B, ZMYM2	any	ZNF512B, SKIL	any	UIMC1)	4.4542524492103315
SIAH1	0.07010451889203295	true	-1	false	Set(PBRM1	any	ZNF512B, SIAH1	any	ZNF512B, VHL	any	ZNF512B)	5.067829302917405
SLU7	0.0688256197928871	true	-1	false	Set(LZTS2	any	SLU7, PBRM1	any	ZNF512B, LZTS2	any	ZNF512B)	4.7920165918768
SMAD9	0.06875323951263279	true	-1	false	Set(DST	any	SH3BP5, DST	any	SMAD9, MGAT1	any	SMAD9)	4.750439959814948
MGAT1	0.0680091769679525	true	-1	false	Set(DST	any	SH3BP5, DST	any	SMAD9, MGAT1	any	SMAD9)	4.750439959814948
DISC1	0.06784504336105973	true	-1	false	Set(EPAS1	any	PGK1, EPAS1	any	VHL, DISC1	any	PGK1)	4.284227774614203
SMAD1	0.06720004286489323	true	-1	false	Set(SMAD1	any	ZNF512B, PBRM1	any	ZNF512B, VHL	any	ZNF512B)	5.067829302917405
KEAP1	0.06661858235417706	true	-1	true	Set(KEAP1	any	SQSTM1, ARL8B	any	TGFBR1, SQSTM1	any	TGFBR1)	3.9867819956875947
KRTAP10-3	0.06651376865152547	true	-1	false	Set(MDFI	any	VHL, KRTAP10-3	any	TRPV6, MDFI	any	TRPV6)	4.35555127546399
SOS1	0.06512648070314686	true	-1	false	Set(RELA	any	SQSTM1, MTOR	any	RELA, MTOR	any	SOS1)	4.562732455270871
CANX	0.06495795407345872	true	-1	false	Set(TRAF4	any	ZNF512B, VHL	any	ZNF512B, CANX	any	SMURF2, SMURF2	any	TRAF4)	4.203523851593182
SMURF2	0.0649540288701973	true	-1	true	Set(TRAF4	any	ZNF512B, VHL	any	ZNF512B, CANX	any	SMURF2, SMURF2	any	TRAF4)	4.203523851593182
PDZD2	0.06443648096156984	true	-1	true	Set(MDFI	any	PDZD2, MDFI	any	VHL, MDFI	any	TRPV6)	4.647192017976778
GRIP2	0.06428681141840631	true	-1	false	Set(GFI1B	any	GRIP2, ABL1	any	GRIP2, ABL1	any	DDX41)	4.465722403248768
NRXN1	0.0634361915047631	true	-1	true	Set(MDFI	any	PDZD2, MDFI	any	VHL, NRXN1	any	PDZD2)	4.638472260194035
CRK	0.06342368008185717	true	-1	false	Set(CRK	any	GRIP2, CRK	any	DDX41, CRK	any	MYO18B)	4.203779193254841
SKIL	0.06308308059455653	true	-1	false	Set(SKIL	any	ZMYM2, VHL	any	ZNF512B, ZMYM2	any	ZNF512B, SKIL	any	UIMC1)	4.4542524492103315
RELA	0.06250688549214328	true	-1	false	Set(RELA	any	SQSTM1, MTOR	any	RELA, MTOR	any	SOS1)	4.562732455270871
TRAF5	0.06200342638138273	true	-1	true	Set(TRAF5	any	TRAF6, SEC13	any	TRAF5, SQSTM1	any	TRAF6)	4.534864181113497
TRAF3IP1	0.06133046212104315	true	-1	false	Set(APC	any	FBXW11, DST	any	TRAF3IP1, APC	any	DST)	4.639703991016801
SMAD4	0.060950063506841345	true	-1	true	Set(PBRM1	any	ZNF512B, VHL	any	ZNF512B, ZMYM2	any	ZNF512B, SMAD4	any	ZMYM2)	4.375368205423601
SEC13	0.060644493774447805	true	-1	false	Set(TRAF5	any	TRAF6, SEC13	any	TRAF5, SQSTM1	any	TRAF6)	4.534864181113497
TXNDC17	0.059905694822217026	true	-1	false	Set(FHOD1	any	RANBP2, EXOSC8	any	FHOD1, RUFY1	any	TXNDC17, EXOSC8	any	TXNDC17)	3.1503631290811924
SIPA1L1	0.05989949644489467	true	-1	false	Set(CDC5L	any	SH3BP5, CDC5L	any	MACF1, MACF1	any	NRXN1, NRXN1	any	SIPA1L1)	2.9711320402514807
TGFBR1	0.05942349481235265	true	-1	false	Set(NAT8	any	TGFBR1, ARL8B	any	TGFBR1, SQSTM1	any	TGFBR1)	4.356457019989287
MSH3	0.05920890750030405	true	-1	true	Set(MLH1	any	TP53, MLH1	any	MSH3, ATM	any	TP53)	3.8320368475966298
MAPK6	0.058874719649729734	true	-1	false	Set(MAPK6	any	MGAT1, DST	any	MAPK6, MAPK6	any	PPP1R7)	4.169194283379621
APH1B	0.05879000007864554	true	-1	false	Set(APH1B	any	FBXW11, APH1B	any	NOTCH2, FBXW11	any	KDR)	3.774022637708616
MYO16	0.05769574647781467	true	-1	false	Set(DST	any	TRAF3IP1, MACF1	any	TRAF3IP1, MACF1	any	NRXN1, MYO16	any	NRXN1)	3.081615903837425
SEC16B	0.057331860532306766	true	-1	false	Set(TRAF5	any	TRAF6, SEC13	any	TRAF5, SQSTM1	any	TRAF6, SEC13	any	SEC16B)	3.8020570835681924
EXOSC8	0.05557074856813016	true	-1	false	Set(MDFI	any	VHL, EXOSC8	any	USP6, MDFI	any	USP6)	3.8598822695484127
EGFR	0.05520674221077593	true	-1	true	Set(EGFR	any	HSP90AA1, TCEB1	any	VHL, HSP90AA1	any	TCEB1)	4.891565071476637
CMTM6	0.05498810441122193	true	-1	false	Set(MAP1LC3B	any	SQSTM1, DNMT3B	any	MAP1LC3B, CMTM6	any	DNMT3B)	4.143494338429431
TBC1D9B	0.05437946418026668	true	-1	false	Set(ATG4B	any	GABARAPL2, AHNAK2	any	GABARAPL2, GABARAPL2	any	TBC1D9B)	3.9132588934531514
CTNNB1	0.05417448114824153	true	-1	true	Set(VEGFA	any	VHL, CTNNB1	any	VEGFA, CTNNB1	any	FBXW11)	4.993632054036095
AP2B1	0.05353916617241783	true	-1	false	Set(AP2B1	any	APC, APC	any	EPAS1, EPAS1	any	VHL)	4.775539667692198
ATXN1	0.05344931302020739	true	-1	false	Set(ATXN1	any	TOX4, TOX4	any	ZNF512B, PBRM1	any	ZNF512B, VHL	any	ZNF512B)	4.250391425782695
FLT1	0.05290267255585629	true	-1	true	Set(ARNT	any	FLT1, EPAS1	any	VHL, EPAS1	any	FLT1)	4.95420042738627
CEP70	0.05289934131504115	true	-1	false	Set(CEP70	any	DDX41, SIAH1	any	ZNF512B, VHL	any	ZNF512B, DDX41	any	SIAH1)	4.026530891035766
TNKS	0.05249177711004166	true	-1	false	Set(DST	any	SH3BP5, SH3BP5	any	SYNE1, SH3BP5	any	TNKS)	4.178220263857554
CDC5L	0.05245269708648492	true	-1	false	Set(APC	any	FBXW11, CDC5L	any	SYNE1, APC	any	SYNE1, SH3BP5	any	SYNE1)	4.171161710173093
PCNA	0.052121074016820756	true	-1	false	Set(PCNA	any	TP53, SORT1	any	TP53, HIF1A	any	VHL, HIF1A	any	TP53)	3.6292496376045085
PLCG2	0.05193662597386073	true	-1	true	Set(PLCG2	any	ZNF512B, PBRM1	any	ZNF512B, VHL	any	ZNF512B)	5.312989282228369
TOE1	0.05185353957833022	true	-1	false	Set(RELA	any	SQSTM1, MTOR	any	RELA, SQSTM1	any	TOE1)	4.003715460895923
SMURF1	0.05116756776405057	true	-1	false	Set(AP2B1	any	SMURF1, APBB2	any	SMURF1, AP2B1	any	MLH1, SMURF1	any	SQSTM1)	3.66120563225732
XRCC6	0.051158374821481944	true	-1	false	Set(PBRM1	any	ZNF512B, XRCC6	any	ZNF512B, VHL	any	ZNF512B)	5.067829302917405
PPHLN1	0.05076718392071761	true	-1	false	Set(RELA	any	SQSTM1, MTOR	any	RELA, PPHLN1	any	SQSTM1)	4.357268851489197
GFI1B	0.05035361849992975	true	-1	false	Set(GFI1B	any	GRIP2, ABL1	any	GRIP2, ABL1	any	DDX41)	4.465722403248768
KDM3B	0.05030697872473855	true	-1	false	Set(PBRM1	any	ZNF512B, VHL	any	ZNF512B, KDM3B	any	ZNF512B)	5.2979996501379505
GRB2	0.05025357374533912	true	-1	true	Set(GRB2	any	SPTBN1, SPTBN1	any	ZNF512B, VHL	any	ZNF512B)	3.9547684633152573
GSK3B	0.049774651747863274	true	1648	false	Set(APC	any	EPAS1, APC	any	GSK3B, EPAS1	any	VHL)	4.958552369584417
SETD2	0.04962901321253271	true	1647	true	Set(CIC	any	PLK1, GLB1	any	PLK1, CIC	any	SETD2)	3.802261499010561
AKT1	0.04936676737250645	true	1644	true	Set(HIF1A	any	VHL, AKT1	any	HIF1A, AKT1	any	MTOR)	4.740496537453197
ATN1	0.04927521640575744	true	1643	false	Set(MDFI	any	VHL, MDFI	any	TIE1, ATN1	any	MDFI)	4.6228570516898895
EXOC1	0.04923437640546702	true	1642	false	Set(SH3BP5	any	SPTBN1, PBRM1	any	ZNF512B, SPTBN1	any	ZNF512B, EXOC1	any	SH3BP5)	3.84721392049534
MAP1LC3B	0.04878974108361922	true	1634	false	Set(MAP1LC3B	any	SQSTM1, DNMT3B	any	MAP1LC3B, CMTM6	any	DNMT3B)	4.143494338429431
UBC	0.04845879616925519	true	1633	false	Set(VEGFA	any	VHL, RAC1	any	VEGFA, RAC1	any	UBC, SQSTM1	any	UBC)	4.199242349158071
GABARAPL1	0.04840020501005454	true	1630	false	Set(RELA	any	SQSTM1, MTOR	any	RELA, GABARAPL1	any	SQSTM1)	4.003715460895923
IRAK1	0.04821872937536087	true	1629	false	Set(IRAK1	any	TAB1, RBX1	any	VHL, RBX1	any	TAB1)	3.855551275463989
