SubnetworkSize	TruePositives	FalsePositives	PPV(%)	genes
53	12	8	61	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,MACF1,GRB2,IGF1R,CBX8
54	12	8	61	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,MACF1,GRB2,IGF1R,CBX8
55	12	8	61	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,MACF1,GRB2,IGF1R,CBX8
56	12	8	61	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,MACF1,GRB2,IGF1R,CBX8
57	12	8	61	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,MACF1,GRB2,IGF1R,CBX8
58	12	9	59	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8
59	12	9	59	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8
60	12	9	59	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8
61	12	9	59	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8
62	12	9	59	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8
63	12	10	56	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8,E2F5
64	12	10	56	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8,E2F5
65	12	10	56	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8,E2F5
66	12	10	56	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8,E2F5
67	12	10	56	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8,E2F5
68	12	10	56	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8,E2F5
69	12	10	56	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8,E2F5
70	12	10	56	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8,E2F5
71	12	10	56	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8,E2F5
72	12	10	56	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8,E2F5
73	12	10	56	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8,E2F5
74	13	10	58	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8,E2F5
75	13	11	56	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,GRB2,IGF1R,CBX8,CDK2,E2F5
76	13	12	53	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,NRXN1,GRB2,IGF1R,CBX8,CDK2,E2F5
77	14	13	53	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,VAV2,MACF1,NRXN1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST
78	14	15	50	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST
79	14	15	50	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST
80	14	15	50	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST
81	14	15	50	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST
82	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
83	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
84	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
85	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
86	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
87	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
88	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
89	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
90	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
91	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
92	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
93	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
94	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
95	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
96	14	16	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2
97	15	17	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2,CRK
98	15	17	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,ESR2,CRK
99	15	18	47	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,NOTCH1,PIK3R1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,SMAD9,ESR2,CRK
100	17	18	50	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,ERBB2,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,SMAD9,ESR2,CRK
101	17	18	50	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,ERBB2,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,SMAD9,ESR2,CRK
102	17	19	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,ERBB2,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,SMAD9,ESR2,CRK,NCK1
103	18	20	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,SMAD9,ESR2,CRK,NCK1
104	18	20	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,SMAD9,ESR2,CRK,NCK1
105	18	20	48	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,SMAD9,ESR2,CRK,NCK1
106	18	22	46	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,CDC42,SMAD9,ESR2,CNTNAP2,CRK,NCK1
107	18	22	46	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,CDC42,SMAD9,ESR2,CNTNAP2,CRK,NCK1
108	18	22	46	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,CDC42,SMAD9,ESR2,CNTNAP2,CRK,NCK1
109	18	23	45	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,SIPA1L1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,CDC42,SMAD9,ESR2,CNTNAP2,CRK,NCK1
110	18	24	44	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,SIPA1L1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,CDC42,ING5,SMAD9,ESR2,CNTNAP2,CRK,NCK1
111	19	24	45	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,ATM,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,SIPA1L1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,CDC42,ING5,SMAD9,ESR2,CNTNAP2,CRK,NCK1
112	19	24	45	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,ATM,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,SIPA1L1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,CDC42,ING5,SMAD9,ESR2,CNTNAP2,CRK,NCK1
113	19	24	45	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,ATM,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,SIPA1L1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,CDC42,ING5,SMAD9,ESR2,CNTNAP2,CRK,NCK1
114	19	25	44	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,ATM,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,SIPA1L1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,CDC42,ING5,SMAD9,ESR2,CNTNAP2,CRK,NCK1,FYN
115	19	25	44	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,ATM,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,SIPA1L1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,CDC42,ING5,SMAD9,ESR2,CNTNAP2,CRK,NCK1,FYN
116	19	25	44	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,ATM,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,SIPA1L1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,CDC42,ING5,SMAD9,ESR2,CNTNAP2,CRK,NCK1,FYN
117	19	25	44	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,ATM,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,SIPA1L1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,CDC42,ING5,SMAD9,ESR2,CNTNAP2,CRK,NCK1,FYN
118	19	25	44	TP53,MYC,RB1,CCNE1,BRCA1,AKT1,CTNNB1,TERT,APC,MAX,EGFR,PTEN,ATM,NF1,ERBB2,CREBBP,NOTCH1,PIK3R1,ABL1,MCL1,BCL2L1,TRIM28,MTOR,USP7,VAV2,MACF1,NRXN1,HUWE1,MYO16,SIPA1L1,GRB2,IGF1R,CBX8,CDK2,E2F5,DST,CDC42,ING5,SMAD9,ESR2,CNTNAP2,CRK,NCK1,FYN
