TCGA-43-A56U-01				1																			1										1																																																			1																																																																																																																																																																																																																																																				1																																																																									1																																																							1																																												
TCGA-56-8628-01				1																			1										1																																																			1																																																																																																																																																																																																																																																																																																																													1																																																							1																																												
TCGA-37-4130-01				1																													1																																																			1																																																					1																																						1																																																																																																																																																																																																																														1				1																																																							1																																												
TCGA-63-A5MH-01				1																													1																																																			1																																																																																																																																																																																																																																																				1																																																																									1																																																							1																																												
TCGA-77-8140-01				1																													1																																																			1																																																																																																																																																																																																																																																																																																																													1																																																							1																																												
TCGA-22-4591-01					1							1	1																																																																																																																																				1																																																									1																					1																1																																										1															1		1																																																																														1																																																																																																																												
TCGA-39-5039-01					1																																																																																																																																																																									1																																																																																																										1																																																																																																																																							1																									1									1																																							1												
TCGA-43-5668-01						1	1		1		1			1							1																													1								1		1																		1					1								1															1												1																										1																																																																																				1																							1																																																																													1		1															1																																																																												1																										1																																							1														
TCGA-NK-A7XE-01						1	1					1																											1																																																																																																																																																																																																																																																																																																																																																											1																																																																																																																		
TCGA-33-AAS8-01						1				1						1							1																																																																																																																																		1																																																																																			1										1																																																																																																																																										1																																																																					1																																															
TCGA-56-A49D-01						1				1																																																																																																																																																																																																																																												1																																																																																																																																																																																																															1																																															
TCGA-56-8625-01						1				1																																																																																																																																																																																																																																														1																																																																																																																																																																																																																																																												
TCGA-NC-A5HT-01						1					1										1																																							1																							1																																																																																																																																																	1																							1																																		1																																																									1			1																																																																												1																																																																															
TCGA-33-AASL-01						1						1											1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-66-2771-01						1						1												1	1															1																								1						1																																																																								1																				1																	1																			1																							1																				1																																																						1		1																						1																																																													1									1										1						1											1																																																																								1									1			
TCGA-66-2778-01						1						1																																																			1																														1					1														1							1												1												1								1																																																																																																																																																																																																																																																																																														1																																	1					1																									
TCGA-85-8582-01						1						1																																																																															1																																																					1																																																																																																																																																																																																																																																																																																															1																																							1														
TCGA-68-A59J-01						1							1										1			1										1		1																1																										1		1																					1					1																		1																																														1																																								1																																																																1																																																																																																																														1																																							1																1																																											1
TCGA-85-8664-01						1							1																																																												1							1														1																																																																														1																																																1																																														1																		1					1																																																																																																																																																																																																																			
TCGA-85-A511-01						1							1																																																																			1																																																																																												1																																																																																																																																																																																																																																																																																																																																								
TCGA-21-1075-01						1								1			1						1																																																						1												1	1																																																																																																																													1																																																																																																																																																																																																															1										1																																																																				
TCGA-94-A5I6-01						1																	1																											1																																																																																																																																																																																																																																																																																																																																																																																																1																																																																		
TCGA-94-8035-01						1																	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-O2-A5IB-01						1																				1										1																		1																			1									1																																												1																																																																																						1								1																																														1										1								1					1																					1																																																																																												1																																							1																1																																											
TCGA-34-A5IX-01						1																																																																																																																																																																																																																																																																																																																																																																																																																																												1																																																																		
TCGA-63-7020-01						1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
TCGA-60-2698-01							1	1	1				1										1																1																																									1											1																																																					1																												1																			1																																																																																																																																															1																																																				1																																																													1																																							1														
TCGA-60-2703-01							1	1		1																								1					1																																																																										1																																																																																																																																					1																																																																																				1				1								1																																												1																																																																			1																																															
TCGA-85-8584-01							1		1			1						1																					1													1			1																																				1																																																					1																																																																																																																																																																																																																																																		1																																																													1																																							1														
TCGA-63-A5MT-01							1					1	1																										1																																									1																							1					1																																																																1																																																																1																																																																																																																																																						1																																																																																																																		
TCGA-43-8116-01							1					1	1																										1																																									1																																																																																												1																																																																																																																																																																																																																						1																																																																																																																		
TCGA-77-7142-01							1					1											1																1																																																																																																																																																																																																																																																																																																																																																											1																																																																																																																		
TCGA-85-A512-01							1					1											1																1																																																																																																																																																																																																																																																																																																																																																											1																																																																																																																		
TCGA-33-4566-01							1					1																											1																																																																																																																																																																																																																																																																																																																																																											1																																																																	1																																																	
TCGA-56-8504-01							1						1												1														1	1																								1						1										1																																																																																												1																																																																					1																																																																																																																																																	1			1										1																																																																																																		1			
TCGA-22-5479-01							1									1		1																					1													1			1																																																																																																		1																																																																																			1																																																																																																																																																				1		1																																																																																																																		
TCGA-66-2785-01							1													1																	1		1						1								1																																1																								1																																								1																																																																																																																1																																																																																																																													1																																																																																																																		
TCGA-34-2605-01							1																1					1											1																																																				1																																																					1																																																									1																																							1																																																																																																																												1																						1																																																													1																																							1														
TCGA-77-7140-01							1																								1								1																																																																																																																																																																																																																																																																																																																																			1																								1																																																																																																																		
TCGA-66-2769-01							1																																1																																																																																																																																																																																																																																																																																																																																																					1						1																																																																																																																		
TCGA-77-A5GB-01							1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-77-8128-01								1	1			1		1		1	1						1																																																						1						1						1	1	1																																																					1									1																	1																																													1																					1																																																																																																													1																																							1																																						1										1															1																																							1														
TCGA-58-A46L-01								1	1			1											1			1										1					1													1																	1		1									1									1																																			1																		1																																												1																								1								1																																														1										1								1					1																					1																								1																																																					1															1																																							1						1										1																													1														
TCGA-LA-A7SW-01								1	1						1							1														1							1											1																																																																																																																																																																																																																																																																																								1																																															1								1													1																											1																												1																																											
TCGA-56-A4BX-01								1	1														1																																																																				1																																																					1																																																																																																																																																																																														1																																																																																																																	1																																							1														
TCGA-58-8386-01								1	1																									1																																																																																																																																																																																																																																																																																																												1																																																																																																																																																																						
TCGA-46-3769-01								1		1		1																																																																																																																																																																																													1																																													1																																																																																								1																																																																																																																							1																																						1									
TCGA-77-8148-01								1				1	1									1	1																				1																																					1											1																																																					1																												1																																																																																																																																																																		1																																																																																															1																		1																																							1														
TCGA-85-8354-01								1				1	1										1					1																																																				1																																																																																												1																																																																				1																																																																																														1																														1							1																																																																																																																																	
TCGA-98-8020-01								1				1	1																																																																			1																																																																																												1																																																	1																																																																																																																	1																																																																																																																																																																						
TCGA-34-2604-01								1				1					1						1																																								1								1						1												1	1								1														1																															1																																																																								1																																																				1																																																																			1																																																																																								1										1																																						1					1																									
TCGA-77-7141-01								1				1											1																																			1															1																																																																																																																																																			1																																														1																		1					1																																													1																																																																																																																																																																						
TCGA-92-8064-01								1					1			1						1	1	1				1										1					1																				1																	1								1										1					1					1				1																															1										1																			1																																																																1				1																																			1																																																																																									1																	1			1																											1																		1																																									1					1													1												1
TCGA-77-8133-01								1					1										1																																																									1																																																																																												1																																																																																																																																																																		1																																																																																																																																																																						
TCGA-77-8143-01								1					1																																																																			1																																																																																												1																																																																																																																																																																		1																																																																																																																																																																						
TCGA-33-4589-01								1																										1																																																																																																																																																																																																																																																																																																												1																																																																																																																																																																						
TCGA-85-8351-01								1																																																																																																																																																																																																																																																																																																																																						1																																																																																																																																																																						
TCGA-34-7107-01									1	1													1																																																							1													1																																																					1																																																																																																						1																																																																																																																																																																																																									1						1																																	1														
TCGA-85-A4CL-01									1			1		1		1							1																																																																				1																																																					1									1																																																																																			1																																																																																																																																																				1																																																															1																																							1														
TCGA-21-1071-01									1			1		1			1		1				1					1											1																																						1												1	1	1																							1																														1								1																																																				1											1																									1																																																																															1																																													1																																									1																	1										1															1																1	1				1																		1														
TCGA-85-7696-01									1			1				1							1			1										1																		1																			1									1									1																																			1																		1									1																																																											1								1																1																														1										1								1					1																					1																																																																										1																		1																																							1						1										1																													1														
TCGA-94-7943-01									1			1											1	1																																																																			1																																																					1																																																																																																																																			1																																																																																																																																																																												1																																							1		1												
TCGA-85-A53L-01									1			1											1																				1																																																																																																																																																																																																																																																																																																																																																										1																																								1																																																																							
TCGA-NC-A5HL-01									1			1											1																																																																				1																				1																																	1																																																																																																																																																																																																																																																																																																															1																																							1														
TCGA-56-8082-01									1			1																																																																																																																																																																																													1																																																																																																																																																																																																																																																																																																											
TCGA-39-5040-01									1			1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
TCGA-85-8277-01									1				1			1							1											1																																							1							1														1					1																																										1												1																			1																																																1																1																														1																		1					1																																																																																		1													1																																										1																																																																										
TCGA-22-1017-01									1				1					1				1		1																			1									1			1																		1							1														1				1														1																																																												1																													1																			1																																														1									1									1					1																																																																																																																																												1																																																											1												
TCGA-85-7843-01									1				1									1	1															1					1																																					1								1			1												1					1																																				1																												1																																																																																																																																																																										1																																							1																																																1																		1																																							1														1
TCGA-92-7341-01									1				1									1	1																				1																																					1											1																																																					1																												1																																																																																																																																																																																																																	1																																																1																		1																																							1														
TCGA-66-2789-01									1								1						1								1																1						1																								1												1	1																																																																																																	1														1				1										1									1																																																																						1																																											1																																							1																									1																					1										1																																																1																				
TCGA-56-A4BY-01									1												1		1																																					1																							1																1																																										1																																																																																																														1																																																																																														1																																																																												1					1																																																																										
TCGA-NC-A5HR-01									1														1																																																																				1																																																					1																																																																																																																																																																																																																																																																																																															1																																							1														
TCGA-85-A4QQ-01										1		1	1																					1																																														1																																																																																												1																																																																										1																																																																																																																																																																																																															1																																															
TCGA-60-2704-01										1		1			1								1																																																																																																																																																																																																																															1																																																																																																																																																																																																															1																																															
TCGA-66-2773-01										1		1				1			1				1																1																																				1																																				1										1																																1																																							1																										1																		1										1																																																	1																	1																																														1													1													1																					1																																																1							1																																		1		1				
TCGA-NC-A5HN-01										1		1											1		1															1																								1			1			1			1																		1			1																																																		1																																									1																																			1																					1					1																				1																		1					1																																																																																																				1										1																																																1				1		1	1																																1	1										1			
TCGA-66-2781-01										1		1											1																																																																				1																								1																													1																																																												1				1																																						1																																													1																																																			1																							1																																																																																		1						1																																	1														
TCGA-6A-AB49-01										1		1																																																																																																					1																																																									1																																																																												1																																																																																				1																																																																																																																											1																																															
TCGA-NC-A5HG-01										1			1	1			1																																																												1			1									1	1																																																																																		1																																											1																															1																																																																																																																				1																																																												1										1																					1																																															
TCGA-21-1078-01										1									1										1																																																																																																																																															1																																																																										1																																																																																																																																																																																																															1																																															
TCGA-85-8071-01										1													1		1										1																																																																																																																																																																																																														1					1																																																																																																1																																															1										1																																																						1																																												1			
TCGA-43-A474-01										1																																																																																																																																																																																																																																												1																																																																																																																																																																																																															1																																															
TCGA-85-6175-01											1	1						1			1																															1			1					1																							1																																																																																																																																																	1																							1																																																																																														1																																								1																																				1																1																																																															
TCGA-37-5819-01											1	1									1		1			1										1			1															1		1		1		1											1		1									1	1								1															1												1								1											1							1																											1				1																																		1			1								1								1																							1															1										1								1					1																					1																																			1																																			1																1	1					1																			1																				1						1										1																													1							1							
TCGA-56-8305-01											1	1																																																																																																																																																																																																																								1								1																																																																																																																																																1																																																																																																																								
