SubnetworkSize	TruePositives	FalsePositives	PPV(%)	genes
63	29	34	46	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,HIF1A,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,RAP1B,CCNK,CTNNA1,CTTN,CEP72,BAK1,PPP1CA,CASP10,TNFRSF10B
64	30	34	46	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,HIF1A,RIPK1,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,RAP1B,CCNK,CTNNA1,CTTN,CEP72,BAK1,PPP1CA,CASP10,TNFRSF10B
65	30	35	46	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,HIF1A,RIPK1,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,RAP1B,TP73,CCNK,CTNNA1,CTTN,CEP72,BAK1,PPP1CA,CASP10,TNFRSF10B
66	30	36	45	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,HIF1A,RIPK1,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,RAP1B,TP73,CCNK,CTNNA1,CTTN,CEP72,BAK1,CRKL,PPP1CA,CASP10,TNFRSF10B
67	30	37	44	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,HIF1A,RIPK1,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,RAP1B,TP73,CCNK,CTNNA1,CTTN,CEP72,BAK1,CRKL,MAP4K1,PPP1CA,CASP10,TNFRSF10B
68	30	38	44	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,HIF1A,RIPK1,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,RAP1B,TP73,CCNK,CTNNA1,CTTN,CEP72,BAK1,CRKL,MAP4K1,PPP1CA,USP7,CASP10,TNFRSF10B
70	30	40	42	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,HIF1A,RIPK1,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,TAF9,RAP1B,TP73,FDXR,CCNK,CTNNA1,CTTN,CEP72,BAK1,CRKL,MAP4K1,PPP1CA,USP7,CASP10,TNFRSF10B
71	30	41	42	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,HIF1A,RIPK1,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,TAF9,RAP1B,TP73,FDXR,CCNK,MCM10,CTNNA1,CTTN,CEP72,BAK1,CRKL,MAP4K1,PPP1CA,USP7,CASP10,TNFRSF10B
73	31	42	42	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,HIF1A,RIPK1,LAMA4,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,TAF9,RAP1B,TP73,FDXR,CCNK,MCM10,CTNNA1,CTTN,SELENBP1,CEP72,BAK1,CRKL,MAP4K1,PPP1CA,USP7,CASP10,TNFRSF10B
74	32	42	43	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,LZTR1,HIF1A,RIPK1,LAMA4,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,TAF9,RAP1B,TP73,FDXR,CCNK,MCM10,CTNNA1,CTTN,SELENBP1,CEP72,BAK1,CRKL,MAP4K1,PPP1CA,USP7,CASP10,TNFRSF10B
76	32	44	42	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,LZTR1,HIF1A,RIPK1,LAMA4,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,TAF9,RAP1B,TP73,FDXR,BARD1,CCNK,UBE3A,MCM10,CTNNA1,CTTN,SELENBP1,CEP72,BAK1,CRKL,MAP4K1,PPP1CA,USP7,CASP10,TNFRSF10B
77	32	45	41	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,LZTR1,HIF1A,RIPK1,LAMA4,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,TAF9,RAP1B,TP73,FDXR,RAD1,BARD1,CCNK,UBE3A,MCM10,CTNNA1,CTTN,SELENBP1,CEP72,BAK1,CRKL,MAP4K1,PPP1CA,USP7,CASP10,TNFRSF10B
78	32	46	41	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,LZTR1,HIF1A,RIPK1,LAMA4,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,TAF9,RAP1B,TP73,SP1,FDXR,RAD1,BARD1,CCNK,UBE3A,MCM10,CTNNA1,CTTN,SELENBP1,CEP72,BAK1,CRKL,MAP4K1,PPP1CA,USP7,CASP10,TNFRSF10B
79	32	47	40	TP53,SKP2,RB1,PTEN,EGFR,CCNE1,CDKN2A,TFDP1,MDM2,PIK3CA,PIK3R1,GRB2,SOX2,FOXA1,AKT1,APC,REL,CDK6,RICTOR,MAX,CDKN1A,MYC,CDC42,ARNT,MTOR,HSP90AA1,PRKAB2,CTNNB1,LZTR1,HIF1A,RIPK1,LAMA4,TRIP13,PLK3,FOXM1,BCL2L1,TK1,FADD,BID,CREB3,UFD1L,ANG,S100A8,ALX4,EXOC3,PRKAA1,SETDB1,SMN1,NEDD8,WNK1,YY1,TTC5,CCNB1,CHGB,GHR,UBE2I,DYRK2,TAF9,RAP1B,TP73,SP1,FDXR,RAD1,BARD1,CCNK,UBE3A,MCM10,CTNNA1,CTTN,SELENBP1,CEP72,BAK1,CRKL,MAP4K1,PPP1CA,HOMEZ,USP7,CASP10,TNFRSF10B
