SubnetworkSize	TruePositives	FalsePositives	PPV(%)	genes
22	16	6	72	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,APC,TRRAP,BCL2L1,VAV2,CTNND1,CRK,CHGB,UBQLN4
23	16	7	69	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,APC,TRRAP,BCL2L1,VAV2,CTNND1,CRK,CHGB,UBQLN4,VCAN
24	16	8	66	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,APC,TRRAP,BCL2L1,VAV2,CTNND1,CRK,CHGB,UBQLN4,VCAN,SETDB1
25	17	8	68	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,RHOA,APC,TRRAP,BCL2L1,VAV2,CTNND1,CRK,CHGB,UBQLN4,VCAN,SETDB1
26	17	9	65	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,RHOA,APC,TRRAP,BCL2L1,VAV2,CTNND1,CRK,CHGB,UBQLN4,VCAN,COPS6,SETDB1
27	18	9	66	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,RHOA,APC,TRRAP,TFDP1,BCL2L1,VAV2,CTNND1,CRK,CHGB,UBQLN4,VCAN,COPS6,SETDB1
28	19	9	67	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,RHOA,APC,TRRAP,TFDP1,ARNT,BCL2L1,VAV2,CTNND1,CRK,CHGB,UBQLN4,VCAN,COPS6,SETDB1
29	20	9	68	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,MTOR,RHOA,APC,TRRAP,TFDP1,ARNT,BCL2L1,VAV2,CTNND1,CRK,CHGB,UBQLN4,VCAN,COPS6,SETDB1
30	20	10	66	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,MTOR,RHOA,APC,TRRAP,TFDP1,ARNT,BCL2L1,VAV2,CTNND1,CRK,CHGB,UBQLN4,VCAN,COPS6,SETDB1,CTBP1
33	22	11	66	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,MTOR,RHOA,APC,TRRAP,CCND1,RAC1,TFDP1,ARNT,BCL2L1,VAV2,CTNND1,IRS2,CRK,CHGB,UBQLN4,VCAN,COPS6,SETDB1,CTBP1
34	23	11	67	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,MTOR,RHOA,APC,AR,TRRAP,CCND1,RAC1,TFDP1,ARNT,BCL2L1,VAV2,CTNND1,IRS2,CRK,CHGB,UBQLN4,VCAN,COPS6,SETDB1,CTBP1
35	23	12	65	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,MTOR,RHOA,APC,AR,TRRAP,CCND1,RAC1,TFDP1,ARNT,BCL2L1,VAV2,CTNND1,IRS2,CRK,CHGB,UBQLN4,VCAN,COPS6,PAK1,SETDB1,CTBP1
37	23	14	62	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,MTOR,RHOA,APC,AR,TRRAP,CCND1,RAC1,TFDP1,ARNT,BCL2L1,VAV2,CTNND1,IRS2,EPB41L1,CRK,CHGB,UBQLN4,VCAN,COPS6,PAK1,SRC,SETDB1,CTBP1
38	23	15	60	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,MAX,MTOR,RHOA,APC,AR,TRRAP,CCND1,RAC1,TFDP1,ARNT,BCL2L1,VAV2,CTNND1,IRS2,EPB41L1,CRK,CHGB,UBQLN4,VCAN,COPS6,PAK1,SRC,SETDB1,CTBP1,TLE1
39	24	15	61	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,AKT1,MAX,MTOR,RHOA,APC,AR,TRRAP,CCND1,RAC1,TFDP1,ARNT,BCL2L1,VAV2,CTNND1,IRS2,EPB41L1,CRK,CHGB,UBQLN4,VCAN,COPS6,PAK1,SRC,SETDB1,CTBP1,TLE1
40	25	15	62	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,AKT1,MAX,MTOR,RHOA,APC,AR,TRRAP,CCND1,RAC1,TFDP1,ARNT,EP300,BCL2L1,VAV2,CTNND1,IRS2,EPB41L1,CRK,CHGB,UBQLN4,VCAN,COPS6,PAK1,SRC,SETDB1,CTBP1,TLE1
43	25	18	58	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,AKT1,MAX,MTOR,RHOA,APC,AR,TRRAP,CCND1,RAC1,TFDP1,ARNT,EP300,BCL2L1,VAV2,CTNND1,IRS2,EPB41L1,CRK,CHGB,UBQLN4,VCAN,COPS6,PAK1,DAB1,SRC,SETDB1,CTBP1,TLE1,CACNA1G,EXOC3
44	25	19	56	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,AKT1,MAX,MTOR,RHOA,APC,AR,TRRAP,CCND1,RAC1,TFDP1,ARNT,EP300,BCL2L1,VAV2,CTNND1,IRS2,EPB41L1,CRK,CHGB,UBQLN4,VCAN,COPS6,PAK1,DAB1,SRC,SETDB1,CTBP1,TNFRSF10B,TLE1,CACNA1G,EXOC3
45	25	20	55	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,AKT1,MAX,MTOR,RHOA,APC,AR,TRRAP,CCND1,RAC1,TFDP1,ARNT,EP300,BCL2L1,VAV2,CTNND1,IRS2,EPB41L1,CRK,CHGB,UBQLN4,VCAN,COPS6,AGAP2,PAK1,DAB1,SRC,SETDB1,CTBP1,TNFRSF10B,TLE1,CACNA1G,EXOC3
46	26	20	56	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,AKT1,MAX,MTOR,RHOA,APC,AR,TRRAP,CCND1,RAC1,EGFR,TFDP1,ARNT,EP300,BCL2L1,VAV2,CTNND1,IRS2,EPB41L1,CRK,CHGB,UBQLN4,VCAN,COPS6,AGAP2,PAK1,DAB1,SRC,SETDB1,CTBP1,TNFRSF10B,TLE1,CACNA1G,EXOC3
47	27	20	57	PIK3CA,PIK3R1,TP53,PTEN,MYC,CTNNB1,ERBB2,CDH1,PDGFRB,ERBB3,SYK,DNM2,ESR1,AKT1,MAX,MTOR,RHOA,APC,AR,JAK1,TRRAP,CCND1,RAC1,EGFR,TFDP1,ARNT,EP300,BCL2L1,VAV2,CTNND1,IRS2,EPB41L1,CRK,CHGB,UBQLN4,VCAN,COPS6,AGAP2,PAK1,DAB1,SRC,SETDB1,CTBP1,TNFRSF10B,TLE1,CACNA1G,EXOC3
