GeneA	GeneB	MEScore
BCL2L1	TP53	0.0
CD82	CREB3	0.0
RAB4A	TP53	0.0
BCL2L1	CREB3	0.0
MTUS2	CDKL3	1.9318516525781364
HNRNPK	MATR3	2.342778860141484
CBL	CRK	1.4142135623730951
DOCK2	HNRNPK	1.8251407699364424
TP53	BTG2	0.0
CHD3	HDAC2	0.0
EZH2	PFDN1	2.0907702751760278
MYC	DKK1	0.0
MYC	CDKN1A	0.0
CRK	EGFR	1.4142135623730951
DNMT3A	CDKN1A	0.0
ASNA1	HILPDA	0.0
TP53	SLC38A1	0.0
CHD3	TP53	0.0
DNMT3A	MYC	0.0
CBL	PIK3CA	0.0
CBL	GRB2	0.0
CDKN1A	TP53	0.0
NRAS	PLCE1	2.9364916731037085
