TCGA.BH.A18U.01		0	0			0										0																																																																																																									
TCGA.BH.A0DI.01		0	0				0																												0																																																																																						
TCGA.E2.A14R.01		0	0						0			0		0																								0						0																		0									0																								0																										
TCGA.A2.A04T.01		0	0											0																									0																																0																																										0								
TCGA.BH.A18V.01		0	0											0																																																									0																				0																														
TCGA.A2.A0D0.01		0	0																																																																																																																						
TCGA.D8.A1XL.01		0	0																																																																																																																						
TCGA.BH.A201.01		0			0		0							0					0									0							0																																				0																																																		
TCGA.C8.A12Y.01		0			0		0												0																																																0									0																																												0	
TCGA.BH.A0BR.01		0			0		0																																																																																																																		
TCGA.C8.A12L.01		0				0	0							0																																																0									0																																																		
TCGA.C8.A26W.01		0				0	0																																0																												0									0																																												0	
TCGA.AQ.A04H.01		0				0	0																																																																																																																		
TCGA.D8.A1XT.01		0				0									0													0							0																											0																													0				0																										
TCGA.C8.A1HF.01		0				0									0																																			0																																																																							
TCGA.BH.A0DL.01		0					0									0																																																																											0																														
TCGA.A8.A081.01		0					0																												0																																																																																						
TCGA.BH.A203.01		0							0					0																					0									0																											0																																						0										0		
TCGA.D8.A27H.01		0																																																													0																																																										
TCGA.A2.A0SX.01		0																																																																				0																																																			
TCGA.A2.A04P.01		0																																																																																																																							
TCGA.A1.A0SH.01		0																																																																																																																							
TCGA.A8.A07G.01		0																																																																																																																							
TCGA.E9.A226.01		0																																																																																																																							
TCGA-BH-A0EE-01		1		1																																					1	1																																																																															
TCGA-A8-A08Z-01		1				1																							1																																																																																												
TCGA-A2-A0SY-01		1									1										1		1																																																																																																		
TCGA-A8-A06R-01		1										1					1																																																																																																								
TCGA-B6-A0WW-01		1															1																																																																																																								
TCGA-AO-A0JA-01		1															1																																																																																																								
TCGA-A2-A0T4-01		1																1					1																																																																											1																							
TCGA-BH-A18F-01		1																1					1																																																																																																		
TCGA-A8-A095-01		1																		1	1																																																																																																				
TCGA-E2-A15G-01		1																			1								1																																																																																												
TCGA-C8-A133-01		1																			1																																																											1																																									
TCGA-C8-A12T-01		1																				1																					1																																																																		1										1		
TCGA-A2-A0YK-01		1																					1						1																			1																																																																									
TCGA-B6-A0IP-01		1																					1																																														1																																																				
TCGA-E2-A10F-01		1																					1																																																																																1																		
TCGA-BH-A0BA-01		1																					1																																																																																																		
TCGA-AR-A1AL-01		1																					1																																																																																																		
TCGA-AN-A03Y-01		1																					1																																																																																																		
TCGA-A2-A0EW-01		1																					1																																																																																																		
TCGA-A2-A0EX-01		1																					1																																																																																																		
TCGA-A8-A0A9-01		1																					1																																																																																																		
TCGA-B6-A0RQ-01		1																					1																																																																																																		
TCGA-A8-A0A7-01		1																					1																																																																																																		
TCGA-E2-A156-01		1																											1																					1																			1																																																				
TCGA-AO-A0JF-01		1																											1																					1																																																																							
TCGA-A2-A0CP-01		1																											1																																	1																																																											
TCGA-BH-A18M-01		1																											1																																																			1																							1																		
TCGA-BH-A0DT-01		1																											1																																																			1																																									
TCGA-AN-A0XS-01		1																											1																																																													1																															
TCGA-AN-A03X-01		1																											1																																																																					1																							
TCGA-A2-A04N-01		1																											1																																																																																												
TCGA-C8-A12N-01		1																											1																																																																																												
TCGA-E2-A1BD-01		1																											1																																																																																												
TCGA-A8-A06P-01		1																											1																																																																																												
TCGA-E2-A1B4-01		1																											1																																																																																												
TCGA-A8-A09B-01		1																											1																																																																																												
TCGA-AN-A049-01		1																											1																																																																																												
TCGA-E2-A15C-01		1																											1																																																																																												
TCGA-BH-A0BO-01		1																											1																																																																																												
TCGA-A7-A0DB-01		1																											1																																																																																												
TCGA-BH-A0W5-01		1																											1																																																																																												
TCGA-BH-A0HA-01		1																															1																	1																																																																							
TCGA-B6-A0RN-01		1																																1																																																																																							
TCGA-AR-A1AV-01		1																																								1																																						1																																									
TCGA-BH-A0W7-01		1																																									1							1																																																						1																	
TCGA-AO-A12A-01		1																																									1																																					1																																									
TCGA-E2-A10C-01		1																																														1																																																																					1				
TCGA-A8-A07E-01		1																																														1																																																																									
TCGA-A2-A0T7-01		1																																														1																																																																									
TCGA-BH-A0HN-01		1																																															1																																																																								
TCGA-A8-A093-01		1																																																1																			1																	1																																			
TCGA-E2-A1BC-01		1																																																1																																							1																																
TCGA-A8-A07Z-01		1																																																1																																																																							
TCGA-B6-A0RG-01		1																																																1																																																																							
TCGA-BH-A0DP-01		1																																																1																																																																							
TCGA-E2-A15K-06		1																																																				1																																																																			
TCGA-E2-A15K-01		1																																																				1																																																																			
TCGA-A8-A08L-01		1																																																						1				1																																														1															
TCGA-AO-A125-01		1																																																						1																																																																	
TCGA-BH-A1ET-01		1																																																								1																																															1																
TCGA-BH-A0B5-01		1																																																										1																																1															1														
TCGA-E2-A154-01		1																																																																		1																																																					
TCGA-BH-A0H3-01		1																																																																			1											1																																									
TCGA-A2-A0EV-01		1																																																																			1																																		1																		
TCGA-B6-A0WY-01		1																																																																			1																																																				
TCGA-E2-A105-01		1																																																																			1																																																				
TCGA-A2-A0YC-01		1																																																																			1																																																				
TCGA-BH-A0EA-01		1																																																																														1																									1																
TCGA-BH-A0DK-01		1																																																																														1																														1											
TCGA-B6-A0I5-01		1																																																																														1																																									
TCGA-A2-A0D3-01		1																																																																														1																																									
TCGA-E2-A14V-01		1																																																																																		1																																					
TCGA-E2-A15P-01		1																																																																																						1																																	
TCGA-BH-A0DE-01		1																																																																																								1																															
TCGA-AR-A0TR-01		1																																																																																								1																															
TCGA-B6-A0RP-01		1																																																																																								1																															
TCGA-A8-A096-01		1																																																																																																								1															
TCGA-A8-A0A1-01		1																																																																																																								1															
TCGA-BH-A0HU-01		1																																																																																																									1														
TCGA-A7-A0D9-01		1																																																																																																															1								
TCGA-B6-A0X5-01		1																																																																																																																			1				
TCGA-BH-A0BJ-01		1																																																																																																																							
TCGA-A8-A09C-01		1																																																																																																																							
TCGA-A8-A07J-01		1																																																																																																																							
TCGA-A2-A0EM-01		1																																																																																																																							
TCGA-A2-A0YI-01		1																																																																																																																							
TCGA-AO-A126-01		1																																																																																																																							
TCGA-BH-A0BM-01		1																																																																																																																							
TCGA-A8-A08O-01		1																																																																																																																							
TCGA-BH-A0H9-01		1																																																																																																																							
TCGA-A2-A0EO-01		1																																																																																																																							
TCGA-A7-A0CG-01		1																																																																																																																							
TCGA-AN-A0XO-01		1																																																																																																																							
TCGA-A8-A07G-01		1																																																																																																																							
TCGA-AN-A0FS-01		1																																																																																																																							
TCGA-E2-A10B-01		1																																																																																																																							
TCGA-AN-A0XL-01		1																																																																																																																							
TCGA-BH-A0BV-01		1																																																																																																																							
TCGA-A2-A0YL-01		1																																																																																																																							
TCGA-B6-A0X7-01		1																																																																																																																							
TCGA-BH-A18J-01		1																																																																																																																							
TCGA-B6-A0IC-01		1																																																																																																																							
TCGA-A8-A09D-01		1																																																																																																																							
TCGA-BH-A0BD-01		1																																																																																																																							
TCGA-BH-A0EB-01		1																																																																																																																							
TCGA-BH-A0DD-01		1																																																																																																																							
TCGA-AR-A0TZ-01		1																																																																																																																							
TCGA-A2-A04V-01		1																																																																																																																							
TCGA-E2-A153-01		1																																																																																																																							
TCGA-A2-A0CS-01		1																																																																																																																							
TCGA-A8-A08T-01		1																																																																																																																							
TCGA-BH-A0W3-01		1																																																																																																																							
TCGA-AN-A0XP-01		1																																																																																																																							
TCGA-C8-A12U-01		1																																																																																																																							
TCGA-AN-A0FF-01		1																																																																																																																							
TCGA-BH-A1EU-01		1																																																																																																																							
TCGA-BH-A0DV-01		1																																																																																																																							
TCGA-C8-A12Y-01		1																																																																																																																							
TCGA-BH-A0DO-01		1																																																																																																																							
TCGA-A7-A0CH-01		1																																																																																																																							
TCGA-BH-A0HI-01		1																																																																																																																							
TCGA-E2-A15L-01		1																																																																																																																							
TCGA-BH-A18I-01		1																																																																																																																							
TCGA-B6-A0RO-01		1																																																																																																																							
TCGA-BH-A0DX-01		1																																																																																																																							
TCGA-AO-A0J7-01		1																																																																																																																							
TCGA-A8-A08B-01		1																																																																																																																							
TCGA.C8.A27A.01			0		0	0									0				0									0							0	0																											0																																																										
TCGA.BH.A1EN.01			0		0	0													0																0																																																																																						
TCGA.AR.A24Z.01			0		0		0							0																																																									0																				0																														
TCGA.AO.A1KT.01			0		0		0												0																0																																																																																						
TCGA.E2.A15A.01			0		0		0												0																																																																																																						
TCGA.BH.A18T.01			0		0		0																																																																																																										0								
TCGA.AR.A0U2.01			0		0		0																																																																																																																		
TCGA.A8.A06Z.01			0		0																																		0																																																																																		
TCGA.D8.A27N.01			0			0	0								0																																																																																																										
TCGA.A8.A08J.01			0			0	0								0																																																																																																										
TCGA.A8.A097.01			0			0	0																																																																																																																		
TCGA.C8.A137.01			0			0			0			0																										0						0																																																																													
TCGA.AN.A04C.01			0			0			0													0																						0																										0																																																			
TCGA.A2.A0CX.01			0			0									0																																				0																																																																						
TCGA.B6.A1KN.01			0			0																						0							0																																																																																						
TCGA.E2.A1B0.01			0			0																						0																																																																																													
TCGA.BH.A0B7.01			0			0																																																								0																																																											
TCGA.C8.A12T.01			0			0																																																													0									0																																												0	
TCGA.E2.A14Y.01			0			0																																																																																																																			
TCGA.BH.A1FU.01			0			0																																																																																																																			
TCGA.C8.A12Z.01			0			0																																																																																																																			
TCGA.AR.A24U.01			0			0																																																																																																																			
TCGA.A2.A1G1.01			0			0																																																																																																																			
TCGA.A8.A08B.01			0			0																																																																																																																			
TCGA.BH.A0HX.01			0				0				0																																																																																																														
TCGA.AO.A03O.01			0				0					0																											0																		0																																																																0
TCGA.A8.A08F.01			0				0								0											0									0																						0																						0																																										0
TCGA.BH.A18I.01			0				0												0									0							0																																			0																																																			
TCGA.E9.A1N9.01			0				0																					0							0																												0																																																		0								
TCGA.AR.A0U3.01			0				0																					0							0																																			0																																																			
TCGA.E2.A105.01			0				0																												0																																																																																						
TCGA.A8.A06O.01			0				0																																																																						0																																						0						
TCGA.BH.A18L.01			0				0																																																																																																																		
TCGA.A8.A07W.01			0				0																																																																																																																		
TCGA.A8.A08P.01			0				0																																																																																																																		
TCGA.BH.A1FN.01			0						0			0		0			0																					0						0																							0				0					0																																												0	
TCGA.A1.A0SG.01			0						0																			0							0									0																																																																													
TCGA.E2.A1L7.01			0						0																																																																																																																
TCGA.BH.A1FM.01			0								0				0																																			0																																									0																														
TCGA.A8.A09D.01			0								0															0																															0																																																																0
TCGA.E9.A248.01			0									0																										0													0																			0																																																			
TCGA.C8.A130.01			0									0																										0																																																																											0								
TCGA.A2.A1FW.01			0											0	0																																																								0																																																		
TCGA.AR.A256.01			0											0																					0																																0				0						0																																						0						
TCGA.E2.A1AZ.01			0											0																																																									0																																										0								
TCGA.A2.A0CM.01			0											0																																																									0																																																		
TCGA.A8.A07O.01			0											0																																																									0																																																		
TCGA.AO.A0J4.01			0											0																																																									0																																																		
TCGA.B6.A0RT.01			0											0																																																									0																																																		
TCGA.E9.A22A.01			0												0																				0																																																																																						
TCGA.AR.A0TY.01			0												0																																			0													0																												0																														
TCGA.AN.A04A.01			0												0																																																0														0																																						0						
TCGA.B6.A0IK.01			0												0																																																																																																										
TCGA.AR.A0U4.01			0													0																							0																																																				0																						0								
TCGA.BH.A1EO.01			0														0											0							0																																																																																						
TCGA.A2.A0T0.01			0														0																																																																																																								
TCGA.AR.A0U0.01			0														0																																																																																																								
TCGA.AN.A0AS.01			0																0							0		0																													0																																																																0
TCGA.AN.A0FX.01			0																	0																																																									0																																						0						
TCGA.AN.A04D.01			0																	0																																																																																																					
TCGA.B6.A0IJ.01			0																							0																															0																																		0																														0
TCGA.BH.A0H9.01			0																							0																																																																																															0
TCGA.BH.A1FD.01			0																									0							0																																																																																						
TCGA.AO.A1KP.01			0																									0							0																																																																																						
TCGA.E2.A15C.01			0																									0							0																																																																																						
TCGA.E2.A1LG.01			0																									0							0																																																																																						
TCGA.B6.A0X5.01			0																									0							0																																																																																						
TCGA.A2.A0YH.01			0																									0							0																																																																																						
TCGA.D8.A1Y2.01			0																									0							0																																																																																						
TCGA.AO.A1KR.01			0																									0																																																																																													
TCGA.BH.A0H6.01			0																									0																																																																																													
TCGA.A8.A09T.01			0																										0																																																																																												
TCGA.A7.A0D9.01			0																																0																												0																																																										
