SubnetworkSize	TruePositives	FalsePositives	PPV(%)	genes
44	22	22	50	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,KLHL9,PSMA3
45	23	22	51	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,MET,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,KLHL9,PSMA3
46	24	22	52	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,MET,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,KLHL9,PSMA3
47	25	22	53	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,TFDP1,MET,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,KLHL9,PSMA3
48	25	23	52	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,TFDP1,MET,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,KLHL9,PSMA3,COPS6
49	26	23	53	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,TFDP1,ZBTB16,MET,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,KLHL9,PSMA3,COPS6
51	28	23	54	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,TFDP1,ZBTB16,MET,AKT1,ERBB2,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,KLHL9,PSMA3,COPS6
52	28	24	53	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,TFDP1,ZBTB16,MET,AKT1,ERBB2,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,SNCA,KLHL9,PSMA3,COPS6
55	29	26	52	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,TFDP1,ZBTB16,MET,PDGFRA,AKT1,ERBB2,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,SNCA,KLHL9,PSMA3,HOOK1,SETDB1,COPS6
56	29	27	51	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,TFDP1,ZBTB16,MET,PDGFRA,AKT1,ERBB2,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,SNCA,KLHL9,PSMA3,HOOK1,ANXA7,SETDB1,COPS6
59	31	28	52	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,FOXA1,TFDP1,CCND1,ZBTB16,MET,PDGFRA,AKT1,ERBB2,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,SNCA,KLHL9,PSMA3,BAG6,HOOK1,ANXA7,SETDB1,COPS6
60	31	29	51	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,FOXA1,TFDP1,CCND1,ZBTB16,MET,PDGFRA,AKT1,ERBB2,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,SNCA,KLHL9,PSMA3,BAG6,HOOK1,ANXA7,SETDB1,COPS6,SH2D1A
61	31	30	50	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,FOXA1,TFDP1,CCND1,ZBTB16,MET,PDGFRA,AKT1,ERBB2,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,SNCA,KLHL9,PSMA3,BAG6,HOOK1,ANXA7,SETDB1,COPS6,SH2D1A,USP7
62	32	30	51	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,FOXA1,TFDP1,CCND1,ZBTB16,CCND3,MET,PDGFRA,AKT1,ERBB2,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,SNCA,KLHL9,PSMA3,BAG6,HOOK1,ANXA7,SETDB1,COPS6,SH2D1A,USP7
63	32	31	50	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,FOXA1,TFDP1,CCND1,ZBTB16,CCND3,MET,PDGFRA,AKT1,ERBB2,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,SNCA,KLHL9,PSMA3,BAG6,HOOK1,ANXA7,SETDB1,COPS6,TGFA,SH2D1A,USP7
64	32	32	50	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,FOXA1,TFDP1,CCND1,ZBTB16,CCND3,MET,PDGFRA,AKT1,ERBB2,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,SNCA,KLHL9,PSMA3,BAG6,HOOK1,ANXA7,SETDB1,COPS6,TGFA,SH2D1A,BARD1,USP7
66	32	34	48	CDK4,CDKN2B,CDKN2A,CDK6,MYC,TP53,MAX,PTEN,SMAD4,RB1,SMAD3,MDM2,CDKN2C,PIK3R1,PIK3CA,EGFR,CDKN1A,TRRAP,ATM,MDM4,GRB2,PIK3C2B,PDGFRB,FOXA1,TFDP1,CCND1,ZBTB16,CCND3,MET,PDGFRA,AKT1,ERBB2,MCM2,KIAA1377,MAGEA11,IKBKAP,CDC5L,CEBPB,CCDC33,MCM5,ARPC3,SP1,ZBTB17,CDC6,TGFBR1,TRAF1,MCM7,NIF3L1,TK1,HAUS1,ATXN1,CHGB,SNCA,KLHL9,PSMA3,BAG6,HOOK1,ANXA7,SETDB1,COPS6,TGFA,SH2D1A,BARD1,USP7,ATF2,MAPK6
