GeneA	GeneB	MEScore
GAB1	PTPN11	0.0
TSC2	MTOR	0.0
ELMO1	PAK1	0.0
ATR	BRCA1	2.0
DAB1	GRIN2B	0.0
UBE2I	MDM2	0.0
GAB1	PIK3CA	0.0
CDK2	MDM2	0.0
ERBB3	HCK	0.0
EDNRA	EGF	0.0
NCK1	CDC42	0.0
PDGFRB	GAB1	0.0
APC	PAK1	0.0
NCK1	DLGAP2	0.0
MDM2	TP53	7.885965925232274
CDK2	CDKN1B	0.0
CDC5L	DISC1	0.0
ERBB3	VAV2	0.0
TP53	PIAS2	0.0
NCK1	TNIK	0.0
FLNB	ATF7IP	0.0
ATN1	LRP2	0.0
AR	CTNNB1	0.0
CACNA1A	LRP1	0.0
ITGAM	ITGB2	2.118033988749895
MYC	TP53	5.548045275417232
HDAC2	SKIL	0.0
CTNNB1	EGFR	0.0
FLNC	PIK3R1	3.8284271247461903
ERBB3	TGFA	0.0
PIK3R1	SOS1	0.0
GRB2	PIK3R1	0.0
FYN	KDR	0.0
EGFR	PIK3CB	0.0
KDR	PIK3R1	4.1291186956127515
NCK1	PAK1	0.0
GRB2	MLL4	0.0
EDN1	RAC1	0.0
EGFR	VAV1	5.152632453655
MAX	ERBB2	0.0
BARD1	TP53	0.0
MAX	MYC	0.0
CHGB	TK1	0.0
CRK	IRS1	0.0
KDR	SOS1	0.0
ERBB3	PLCG1	0.0
FLNA	FYN	0.0
EEF1A1	SMAD2	0.0
CDC5L	CDKN2A	0.0
PIK3R1	KIF13A	3.924277028830351
CDC42	MTOR	0.0
JAK1	MYC	0.0
MACF1	DISC1	0.0
ITGB1	PAK1	0.0
CDKN1A	PDE4DIP	0.0
TP53	PTEN	8.847698147370222
JAK1	PTPN6	0.0
AKT1	MDM2	4.78697727067005
BRCA1	PIK3R1	3.672268443864895
RELN	ABL1	0.0
FLT1	GAB1	0.0
CDKN1B	RB1	4.082207001484488
ATN1	HSPG2	0.0
EGFR	PIK3R1	6.566248761789626
FYN	PIK3R1	0.0
MYC	CDK4	5.801695756069156
CCND1	CDK4	0.0
SMAD9	MLL4	0.0
HDAC2	SMAD4	0.0
AMPH	EGF	0.0
AR	KLK3	0.0
AFF2	GRB2	0.0
UBE2I	HIPK2	0.0
HUWE1	MAX	0.0
NFYC	ADNP2	0.0
OBSCN	RHOA	0.0
RHOA	SOS1	0.0
CCNE1	RB1	4.061862178478973
GFI1B	PDE4DIP	0.0
CREBBP	JUN	0.0
SMAD4	SKIL	0.0
CRK	DLGAP2	0.0
BARD1	PRKDC	0.0
CDK4	RB1	7.5099811928952604
ITGB1	EGFR	0.0
EGF	PTPN6	0.0
SRC	DLGAP2	0.0
TTN	VAV2	0.0
CRK	PAK1	0.0
DOCK2	RAC1	0.0
BRCA1	MAX	0.0
FLNB	PIK3R1	0.0
ABL1	ERBB3	0.0
CRK	PCDHA1	0.0
CDK2	BRCA1	0.0
SP1	CDKN1A	0.0
FYN	RELN	0.0
SOS1	TNIK	0.0
MYC	CDKN1B	2.4873403825128104
PIK3R1	PTPN11	3.672268443864895
EGFR	GRB2	0.0
TEK	PIK3CA	3.6457513110645907
CREBBP	CTNNB1	0.0
PLCG1	RYR1	2.23606797749979
MYC	TRRAP	2.6389584337646843
SMAD2	HUWE1	0.0
CRK	ERBB2	0.0
LAMA1	SDC2	0.0
GRIN2A	GRIN2B	0.0
SMAD4	UBE2I	0.0
GRB2	DLGAP2	0.0
IRS1	PRKCD	0.0
CRKL	ERBB3	0.0
MDM4	MDM2	6.80011415427224
MEOX2	CNTNAP2	0.0
HUWE1	MYC	2.53224755112299
MAX	TK1	0.0
HIF1A	ITGB2	0.0
CRK	RAG1	0.0
NFYC	SP1	0.0
FLNC	GRB2	0.0
EGFR	MTOR	4.979108653845313
CRK	ELMO1	0.0
MDM2	KLK3	0.0
EGF	ERBB2	0.0
SKIL	UBE2I	0.0
ITGB1	EGF	0.0
NFYC	TP53	0.0
PIK3R1	VAV2	0.0
RAC1	CTNNB1	0.0
TK1	MLL4	0.0
PRKDC	AKT1	0.0
KDR	PAK1	0.0
MYC	GCN1L1	0.0
ANXA7	EEF1A1	0.0
SMAD4	SP1	0.0
PDGFRB	PTPN6	0.0
CDK2	BARD1	0.0
SRC	AKT1	0.0
CRK	PIK3CA	0.0
DDX5	PIK3CA	3.6457513110645907
APOB	LPA	2.8708286933869704
MAX	PDGFRB	0.0
GFI1B	USHBP1	0.0
MAX	TAF1	0.0
CRK	FLNC	0.0
TP53	ARIH2	0.0
FLNA	PIK3R1	3.946461113496085
CCNE1	CDK2	0.0
FYN	SRC	0.0
FOXA1	CDKN1B	0.0
AR	BRCA1	0.0
GRIN2B	RELN	0.0
CRK	RAC1	0.0
ITGB1	ITGB4	0.0
CTNNB1	CCND1	0.0
SMAD4	PAK1	0.0
ITGAM	RHOA	0.0
CRK	ITGB1	0.0
ITGB4	AKT1	0.0
FOXA1	TP53	0.0
CDC5L	MACF1	0.0
CRKL	PDGFRA	0.0
RHOA	PTPN11	0.0
SMAD2	SMAD4	0.0
FLT1	KDR	2.53224755112299
NCK1	KIF13A	0.0
ITGB1	PIK3R1	0.0
AKT1	MTOR	2.3228756555322954
JUN	SMAD4	0.0
CD22	PTPN6	0.0
AKT1	CDKN1B	2.5476205269238843
SP1	APC	0.0
MAP3K1	SMAD2	0.0
AR	JUN	0.0
MYC	ITGB4	0.0
ABL1	EGFR	0.0
SP1	TK1	0.0
ITGB2	RHOA	0.0
EDN1	PAK1	0.0
ITGB1	TEK	0.0
BRCA1	GFI1B	0.0
UBE2I	PIAS2	0.0
EGF	STAT3	0.0
BRCA1	TP53	5.151203989844342
ABL1	MDM2	0.0
EGFR	PAK1	0.0
RELN	ITGB1	0.0
EDNRA	COL3A1	0.0
PTPN11	SRC	0.0
EEF1A1	ARIH2	0.0
RELN	AKT1	3.1256512932642897
SOS1	MTOR	0.0
ATF2	CCND1	0.0
HSPG2	GFI1B	0.0
ERBB2	VAV1	0.0
ABL1	FLNC	0.0
CTNNB1	KLK3	0.0
CDC42	TP53	0.0
RHOA	AKT1	0.0
CDC42	MAP3K1	0.0
ARNT	HIF1A	0.0
PDE4DIP	MTUS2	2.0
ABL1	CRK	0.0
JUN	KLK3	0.0
ERBB2	PLCG1	0.0
CHGB	FGFR3	2.8708286933869704
FLNB	NCK1	0.0
JAK1	VAV1	0.0
EDNRA	COL1A2	0.0
