SubnetworkSize	TruePositives	FalsePositives	PPV(%)	genes
51	7	12	40	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,SMAD9
52	7	12	40	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,SMAD9
53	7	14	36	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,PDZD2,SMAD9
54	7	15	34	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,PDZD2,SMAD9,CACNA1A
55	8	15	37	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,PDZD2,SMAD9,CACNA1A
56	8	15	37	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,PDZD2,SMAD9,CACNA1A
57	8	15	37	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,PDZD2,SMAD9,CACNA1A
58	9	16	38	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,PDZD2,DGCR8,SMAD9,CACNA1A
59	9	16	38	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,PDZD2,DGCR8,SMAD9,CACNA1A
60	9	18	35	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,CACNA1A
61	9	18	35	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,CACNA1A
62	9	18	35	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,CACNA1A
63	9	18	35	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,CACNA1A
64	9	18	35	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,CACNA1A
65	9	18	35	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,CACNA1A
66	9	18	35	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,CACNA1A
67	9	19	34	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,CACNA1A,ATF7IP
68	9	20	33	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,CACNA1A,ATF7IP
69	9	21	32	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,CACNA1A,ATF7IP,SESN1
70	10	21	34	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,CACNA1A,ATF7IP,SESN1
71	11	21	36	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,CREBBP,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,CACNA1A,ATF7IP,SESN1
72	12	21	38	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,CACNA1A,ATF7IP,SESN1
73	12	23	36	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,SETD7,CACNA1A,TNIK,ATF7IP,SESN1
74	12	25	34	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST
75	12	25	34	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST
76	12	26	33	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL
77	12	27	32	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1
78	13	27	34	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,ABL1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1
79	14	28	34	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,ABL1,CDH1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1
80	15	28	36	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,CDH1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1
81	15	29	35	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,CDH1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3
82	16	29	36	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3
83	17	29	38	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3
84	17	29	38	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3
85	17	29	38	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3
86	17	29	38	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3
87	17	30	37	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1
88	17	30	37	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1
89	17	30	37	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1
90	17	30	37	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1
91	17	30	37	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1
92	17	30	37	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1
93	17	30	37	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1
94	17	30	37	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1
95	17	30	37	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1
96	17	30	37	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1
97	17	31	36	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,NRCAM,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1
98	17	31	36	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,NRCAM,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1
99	17	31	36	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,NRCAM,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1
100	17	32	36	TP53,PIK3CA,CTNNB1,APC,DDX5,ERBB2,RB1,PMS2,DDB2,FOXA1,ATM,CREBBP,MET,ABL1,FGFR3,CDH1,BRCA1,MACF1,NRXN1,MYO16,VAV2,RNASEN,TTN,MYST1,TP53INP1,SIPA1L1,ERBB3,NLRC4,VCAN,CDKN1A,RHOA,CX3CL1,PDZD2,ATXN1,DGCR8,NRCAM,SMAD9,SETD7,CACNA1A,PPM1J,TNIK,ATF7IP,SESN1,DST,SKIL,SOS1,CELSR3,SYNE1,ATN1
